Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /tasks,60,0,73,78.98330333367387,56.67870000252151,124.31550000110292,671.0,26.015653953614155,0.0,73,84,92,93,97,110,120,120,120,120,120
,Aggregated,60,0,73,78.98330333367387,56.67870000252151,124.31550000110292,671.0,26.015653953614155,0.0,73,84,92,93,97,110,120,120,120,120,120
