Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /tasks,70,0,61,80.64634428576808,45.73480000181007,686.2605000023905,671.0,21.259555082028868,0.0,61,65,68,70,80,83,680,690,690,690,690
,Aggregated,70,0,61,80.64634428576808,45.73480000181007,686.2605000023905,671.0,21.259555082028868,0.0,61,65,68,70,80,83,680,690,690,690,690
