Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /tasks,60,0,70,72.46052000033767,52.000300001964206,123.47349999981816,671.0,26.27794883961046,0.0,70,78,81,81,91,95,96,120,120,120,120
,Aggregated,60,0,70,72.46052000033767,52.000300001964206,123.47349999981816,671.0,26.27794883961046,0.0,70,78,81,81,91,95,96,120,120,120,120
